qname	qlength	qstart	qend	strand	tname	tlength	tstart	tend	divergence	mapq	attributes
4	319932	55520	56751	+	500735439	8267	5460	6691	0.0000	60	mm:0;ins:0,0;del:0,0;score:1231
11	237718	153613	153806	-	500740361	363528	32505	32698	0.0052	60	mm:1;ins:0,0;del:0,0;score:188
7	474387	246384	247475	+	500741107	2554	1463	2554	0.0000	60	mm:0;ins:0,0;del:0,0;score:1091
2	676873	194979	196725	-	500746096	3298	0	1696	0.0549	60	mm:38;ins:4,54;del:1,4;score:1414
12	131948	107680	108057	-	500750355	289363	98293	98670	0.0159	60	mm:6;ins:0,0;del:0,0;score:347
1	1238593	922720	923958	-	500752125	3190	1952	3190	0.0000	60	mm:0;ins:0,0;del:0,0;score:1238
7	474387	278817	281043	+	500755577	12400	0	2226	0.0000	60	mm:0;ins:0,0;del:0,0;score:2226
7	474387	281220	283184	+	500755577	12400	6599	8563	0.0000	60	mm:0;ins:0,0;del:0,0;score:1964
2	676873	492001	492111	-	500757599	248023	194560	194670	0.0000	25	mm:0;ins:0,0;del:0,0;score:110
9	183372	138935	139012	-	500757599	248023	194677	194754	0.0130	60	mm:1;ins:0,0;del:0,0;score:72
2	676873	267399	267568	-	500757942	82297	57181	57350	0.0533	5	mm:9;ins:0,0;del:0,0;score:124
3	369480	152048	154169	-	500758013	3726	1605	3726	0.0000	60	mm:0;ins:0,0;del:0,0;score:2121
13	131654	100577	101157	+	500761436	2046	0	580	0.0000	60	mm:0;ins:0,0;del:0,0;score:580
13	131654	101462	102295	+	500761436	2046	580	1413	0.0000	60	mm:0;ins:0,0;del:0,0;score:833
3	369480	104337	104790	-	500761581	75476	72356	72817	0.0390	23	mm:10;ins:0,0;del:2,8;score:383
11	237718	121786	127525	-	500761854	5739	0	5739	0.0017	60	mm:10;ins:0,0;del:0,0;score:5689
8	284015	161650	163731	+	500771708	4193	1072	3169	0.0285	60	mm:24;ins:2,10;del:1,26;score:1897
6	591782	514943	516000	-	500771708	4193	3168	4193	0.0568	60	mm:28;ins:1,32;del:0,0;score:847
6	591782	148363	148627	-	500774575	4857	74	338	0.0303	60	mm:8;ins:0,0;del:0,0;score:224
10	150036	149772	150036	-	500774575	4857	74	338	0.0303	60	mm:8;ins:0,0;del:0,0;score:224
7	474387	25981	26069	-	500779283	50151	33896	33984	0.0227	0	mm:2;ins:0,0;del:0,0;score:78
6	591782	294460	298752	+	500784943	4292	0	4292	0.0000	60	mm:0;ins:0,0;del:0,0;score:4292
6	591782	300083	300845	+	500784946	2260	0	762	0.0000	60	mm:0;ins:0,0;del:0,0;score:762
6	591782	301864	303362	+	500784946	2260	762	2260	0.0000	60	mm:0;ins:0,0;del:0,0;score:1498
19	62488	20351	21105	-	500787201	1430	0	754	0.0000	60	mm:0;ins:0,0;del:0,0;score:754
12	131948	60323	64801	-	500787691	4478	0	4478	0.0004	60	mm:2;ins:0,0;del:0,0;score:4468
2	676873	33386	33980	+	500790427	9256	0	594	0.0000	60	mm:0;ins:0,0;del:0,0;score:594
7	474387	149193	150030	-	500793772	2461	0	837	0.0000	60	mm:0;ins:0,0;del:0,0;score:837
5	308816	171687	173519	-	500795031	2935	1103	2935	0.0000	60	mm:0;ins:0,0;del:0,0;score:1832
5	308816	168152	170019	-	500795036	1867	0	1867	0.0005	60	mm:1;ins:0,0;del:0,0;score:1862
14	116408	41442	43044	+	500797365	2609	1007	2609	0.0000	60	mm:0;ins:0,0;del:0,0;score:1602
11	237718	186543	186886	+	500799162	37284	9178	9521	0.0292	60	mm:10;ins:0,0;del:0,0;score:293
1	1238593	1122047	1124350	-	500800887	2303	0	2303	0.0004	60	mm:1;ins:0,0;del:0,0;score:2298
19	62488	13267	13955	+	500803831	2187	0	688	0.0000	60	mm:0;ins:0,0;del:0,0;score:688
6	591782	545815	546865	+	500804475	3616	1971	3021	0.0000	60	mm:0;ins:0,0;del:0,0;score:1050
1	1238593	117351	117704	+	500804921	4239	2829	3182	0.0057	60	mm:2;ins:0,0;del:0,0;score:343
1	1238593	142696	143049	+	500804921	4239	2829	3182	0.0057	60	mm:2;ins:0,0;del:0,0;score:343
1	1238593	142001	142353	-	500804921	4239	2829	3182	0.0113	60	mm:3;ins:0,0;del:1,1;score:330
1	1238593	96557	97018	+	500805852	2978	1676	2148	0.0381	60	mm:7;ins:0,0;del:2,11;score:403
2	676873	620118	620382	+	500828597	2578	2162	2426	0.0076	60	mm:2;ins:0,0;del:0,0;score:254
2	676873	494216	494360	+	500828906	4107	3625	3765	0.0486	60	mm:3;ins:1,4;del:0,0;score:115
2	676873	645017	646106	-	500831266	3927	2288	3377	0.0459	14	mm:50;ins:0,0;del:0,0;score:839
7	474387	47144	49047	-	500831359	459697	3185	5089	0.0530	60	mm:100;ins:0,0;del:1,1;score:1396
14	116408	34889	35762	-	500832817	4095	760	1633	0.0195	60	mm:17;ins:0,0;del:0,0;score:788
4	319932	164899	166340	+	500833307	2270	0	1441	0.0139	60	mm:20;ins:0,0;del:0,0;score:1341
7	474387	415480	416225	+	500833425	1647	902	1647	0.0000	60	mm:0;ins:0,0;del:0,0;score:745
11	237718	98523	99186	+	500833887	2145	0	663	0.0000	60	mm:0;ins:0,0;del:0,0;score:663
19	62488	2232	5317	+	500841490	3085	0	3085	0.0003	60	mm:1;ins:0,0;del:0,0;score:3080
2	676873	233491	236863	-	500843425	13266	7342	10700	0.0285	60	mm:82;ins:1,14;del:0,0;score:2928
4	319932	220464	220623	+	500845017	2841	2177	2336	0.0126	60	mm:2;ins:0,0;del:0,0;score:149
6	591782	499018	499175	-	500845128	3053	1761	1918	0.0127	60	mm:2;ins:0,0;del:0,0;score:147
11	237718	153893	154411	-	500848044	24956	6786	7299	0.0154	19	mm:3;ins:1,5;del:0,0;score:487
6	591782	55956	56462	+	500851487	13459	12953	13459	0.0217	60	mm:11;ins:0,0;del:0,0;score:451
21	33754	32633	32830	-	500857216	2154	124	321	0.0203	60	mm:4;ins:0,0;del:0,0;score:177
2	676873	286119	286611	+	500861326	9941	330	816	0.0508	0	mm:19;ins:1,6;del:0,0;score:379
7	474387	268495	269243	-	500861535	5926	0	748	0.0000	60	mm:0;ins:0,0;del:0,0;score:748
14	116408	102814	103768	+	500861607	4558	2714	3668	0.0178	60	mm:17;ins:0,0;del:0,0;score:869
1	1238593	836931	837746	+	500862444	2055	0	815	0.0000	60	mm:0;ins:0,0;del:0,0;score:815
5	308816	63165	63704	+	500865718	89550	88489	89028	0.0000	60	mm:0;ins:0,0;del:0,0;score:539
6	591782	265993	266671	-	500876229	1517	839	1517	0.0000	60	mm:0;ins:0,0;del:0,0;score:678
1	1238593	537327	539047	-	500884357	15695	521	2241	0.0000	60	mm:0;ins:0,0;del:0,0;score:1720
17	150032	78631	78764	+	500884357	15695	2119	2252	0.0677	60	mm:9;ins:0,0;del:0,0;score:88
1	1238593	990071	990179	-	500884357	15695	2144	2252	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
11	237718	49319	50650	+	500885524	2958	0	1331	0.0000	60	mm:0;ins:0,0;del:0,0;score:1331
7	474387	124686	125178	+	500885888	30129	17982	18474	0.0305	60	mm:15;ins:0,0;del:0,0;score:417
4	319932	38789	43322	-	500890735	4533	0	4533	0.0000	60	mm:0;ins:0,0;del:0,0;score:4533
4	319932	261994	262179	-	500890735	4533	427	612	0.0108	60	mm:2;ins:0,0;del:0,0;score:175
2	676873	446149	446771	-	500891222	2702	0	622	0.0000	60	mm:0;ins:0,0;del:0,0;score:622
1	1238593	283155	283493	-	500896518	2289	1959	2289	0.0533	60	mm:10;ins:1,8;del:0,0;score:266
2	676873	558249	560060	-	500899727	3321	0	1811	0.0000	60	mm:0;ins:0,0;del:0,0;score:1811
10	150036	10569	11418	+	500900319	2363	0	849	0.0000	48	mm:0;ins:0,0;del:0,0;score:849
9	183372	134556	134829	+	500902344	2964	1636	1909	0.0220	60	mm:6;ins:0,0;del:0,0;score:243
1	1238593	1191917	1192021	-	500902344	2964	1805	1909	0.0192	60	mm:2;ins:0,0;del:0,0;score:94
1	1238593	344430	344541	-	500904472	260216	33926	34037	0.0090	60	mm:1;ins:0,0;del:0,0;score:106
8	284015	211016	211820	+	500904994	1426	0	804	0.0000	60	mm:0;ins:0,0;del:0,0;score:804
14	116408	115723	115831	+	500912392	3294	0	108	0.0000	52	mm:0;ins:0,0;del:0,0;score:108
2	676873	278250	280420	-	500912392	3294	0	2170	0.0009	60	mm:2;ins:0,0;del:0,0;score:2160
1	1238593	1193422	1193560	+	500912580	2914	2253	2393	0.0286	11	mm:2;ins:0,0;del:1,2;score:120
15	103233	11887	12193	-	500913355	3308	2724	3031	0.0195	60	mm:5;ins:0,0;del:1,1;score:274
8	284015	36611	36836	+	500919474	62877	47733	47958	0.0356	60	mm:8;ins:0,0;del:0,0;score:185
1	1238593	1192094	1193386	-	500921978	26033	19470	20762	0.0000	60	mm:0;ins:0,0;del:0,0;score:1292
8	284015	14968	15072	-	500924237	2703	1825	1929	0.0096	60	mm:1;ins:0,0;del:0,0;score:99
2	676873	545572	545714	+	500924957	347271	120532	120668	0.0634	42	mm:3;ins:1,6;del:0,0;score:109
10	150036	23306	23491	+	500924957	347271	278847	279032	0.0324	60	mm:6;ins:0,0;del:0,0;score:155
1	1238593	821183	821843	-	500932295	11181	1181	1835	0.0273	60	mm:12;ins:1,6;del:0,0;score:582
11	237718	104404	104936	-	500935805	1418	886	1418	0.0000	60	mm:0;ins:0,0;del:0,0;score:532
2	676873	299511	300332	-	500936007	37685	36864	37685	0.0000	60	mm:0;ins:0,0;del:0,0;score:821
6	591782	93102	93526	+	500939458	48275	7622	8053	0.0603	50	mm:19;ins:0,0;del:1,7;score:316
7	474387	263968	264183	+	500940225	59197	20123	20338	0.0558	60	mm:12;ins:0,0;del:0,0;score:155
1	1238593	388307	389148	+	500945504	2000	1159	2000	0.0000	60	mm:0;ins:0,0;del:0,0;score:841
2	676873	151926	153432	-	500945913	40144	32228	33734	0.0000	60	mm:0;ins:0,0;del:0,0;score:1506
2	676873	144695	145584	-	500945913	40144	39254	40144	0.0416	36	mm:36;ins:0,0;del:1,1;score:702
1	1238593	892724	892859	-	500950077	3582	1589	1724	0.0074	60	mm:1;ins:0,0;del:0,0;score:130
2	676873	11221	11347	+	500953999	9922	5	142	0.0803	60	mm:0;ins:0,0;del:2,11;score:103
2	676873	275266	277793	+	500958422	3150	0	2527	0.0000	60	mm:0;ins:0,0;del:0,0;score:2527
7	474387	369898	370430	-	500961424	2280	0	532	0.0000	51	mm:0;ins:0,0;del:0,0;score:532
10	150036	21294	22009	+	500961424	2280	533	1248	0.0000	60	mm:0;ins:0,0;del:0,0;score:715
7	474387	346718	348309	+	500962489	4423	1279	2870	0.0019	60	mm:3;ins:0,0;del:0,0;score:1576
7	474387	349090	350088	+	500962489	4423	2869	3893	0.0410	60	mm:14;ins:1,1;del:1,27;score:887
4	319932	10499	10733	-	500962489	4423	4024	4258	0.0043	60	mm:1;ins:0,0;del:0,0;score:229
7	474387	118589	118774	+	500962489	4423	4238	4423	0.0054	60	mm:1;ins:0,0;del:0,0;score:180
11	237718	43833	44202	-	500965192	47623	0	369	0.0054	60	mm:2;ins:0,0;del:0,0;score:359
1	1238593	473530	474386	-	500965192	47623	465	1321	0.0082	60	mm:7;ins:0,0;del:0,0;score:821
1	1238593	462807	465548	-	500965192	47623	8119	10860	0.0000	60	mm:0;ins:0,0;del:0,0;score:2741
6	591782	223848	223980	-	500965192	47623	10050	10182	0.0000	60	mm:0;ins:0,0;del:0,0;score:132
1	1238593	456148	457164	-	500965192	47623	20929	21945	0.0000	60	mm:0;ins:0,0;del:0,0;score:1016
1	1238593	443781	447548	-	500965192	47623	28704	32471	0.0011	60	mm:4;ins:0,0;del:0,0;score:3747
1	1238593	424668	426998	-	500965192	47623	45293	47623	0.0021	60	mm:5;ins:0,0;del:0,0;score:2305
1	1238593	912423	915567	+	500965698	6189	0	3145	0.0038	60	mm:11;ins:0,0;del:1,1;score:3082
14	116408	82672	83211	+	500968538	1180	0	539	0.0000	60	mm:0;ins:0,0;del:0,0;score:539
14	116408	84755	85397	+	500968538	1180	538	1180	0.0000	60	mm:0;ins:0,0;del:0,0;score:642
14	116408	63537	64694	+	500968541	25374	0	1157	0.0000	60	mm:0;ins:0,0;del:0,0;score:1157
14	116408	67764	68899	+	500968541	25374	8686	9821	0.0000	60	mm:0;ins:0,0;del:0,0;score:1135
14	116408	80160	81652	+	500968541	25374	16817	18309	0.0000	60	mm:0;ins:0,0;del:0,0;score:1492
14	116408	86758	88525	+	500968541	25374	23102	24869	0.0000	60	mm:0;ins:0,0;del:0,0;score:1767
14	116408	89615	90119	+	500968541	25374	24870	25374	0.0000	60	mm:0;ins:0,0;del:0,0;score:504
6	591782	261824	263171	-	500969050	124253	87213	88554	0.0178	60	mm:18;ins:2,6;del:0,0;score:1233
6	591782	416062	419416	+	500969050	124253	92869	96217	0.0363	60	mm:108;ins:2,10;del:1,4;score:2772
1	1238593	1059168	1060317	+	500969050	124253	100184	101328	0.0339	60	mm:34;ins:1,5;del:0,0;score:963
23	48977	31200	31301	+	500969050	124253	102769	102870	0.0198	60	mm:2;ins:0,0;del:0,0;score:91
23	48977	40042	40143	-	500969050	124253	102769	102870	0.0198	60	mm:2;ins:0,0;del:0,0;score:91
7	474387	96954	97856	-	500969050	124253	110180	111080	0.0366	60	mm:31;ins:2,2;del:0,0;score:731
7	474387	423857	426586	-	500969050	124253	120163	122882	0.0424	60	mm:96;ins:3,15;del:1,5;score:2190
7	474387	287247	288740	-	500969669	2374	881	2374	0.0013	60	mm:2;ins:0,0;del:0,0;score:1483
6	591782	251444	252770	+	500971341	2881	1556	2881	0.0293	60	mm:28;ins:1,6;del:1,5;score:1157
5	308816	132116	133181	+	500973652	2098	1033	2098	0.0000	60	mm:0;ins:0,0;del:0,0;score:1065
3	369480	241067	241303	+	500978893	2962	701	937	0.0254	2	mm:6;ins:0,0;del:0,0;score:206
1	1238593	963221	963356	+	500988830	70591	44742	44877	0.0667	60	mm:9;ins:0,0;del:0,0;score:90
1	1238593	841571	842111	+	500989034	1389	0	540	0.0000	60	mm:0;ins:0,0;del:0,0;score:540
13	131654	3346	3886	-	500989034	1389	0	540	0.0000	60	mm:0;ins:0,0;del:0,0;score:540
19	62488	58171	58711	-	500989034	1389	0	540	0.0000	60	mm:0;ins:0,0;del:0,0;score:540
7	474387	9337	9445	+	500989041	2456	1069	1177	0.0000	20	mm:0;ins:0,0;del:0,0;score:108
18	87812	16472	17262	+	500993442	2211	0	790	0.0000	60	mm:0;ins:0,0;del:0,0;score:790
20	62468	308	1098	+	500993442	2211	0	790	0.0000	60	mm:0;ins:0,0;del:0,0;score:790
18	87812	24015	24805	-	500993442	2211	0	790	0.0000	60	mm:0;ins:0,0;del:0,0;score:790
18	87812	18074	19494	+	500993442	2211	791	2211	0.0000	60	mm:0;ins:0,0;del:0,0;score:1420
20	62468	1910	3330	+	500993442	2211	791	2211	0.0000	60	mm:0;ins:0,0;del:0,0;score:1420
18	87812	21783	23203	-	500993442	2211	791	2211	0.0000	60	mm:0;ins:0,0;del:0,0;score:1420
38	2229	161	279	+	500996992	6631	933	1051	0.0508	46	mm:6;ins:0,0;del:0,0;score:88
4	319932	28988	30439	+	501000086	2443	992	2443	0.0000	30	mm:0;ins:0,0;del:0,0;score:1451
5	308816	243682	248272	-	501001706	17346	0	4590	0.0000	60	mm:0;ins:0,0;del:0,0;score:4590
5	308816	238896	242690	-	501001706	17346	4591	8385	0.0000	60	mm:0;ins:0,0;del:0,0;score:3794
17	150032	8755	12039	-	501004547	3284	0	3284	0.0003	60	mm:1;ins:0,0;del:0,0;score:3279
8	284015	26146	26693	-	501005146	2343	1796	2343	0.0000	60	mm:0;ins:0,0;del:0,0;score:547
2	676873	5048	5775	-	501011021	1867	0	727	0.0000	60	mm:0;ins:0,0;del:0,0;score:727
6	591782	287050	287197	+	501011024	32306	2976	3123	0.0136	60	mm:2;ins:0,0;del:0,0;score:137
1	1238593	1179205	1184331	-	501012018	13186	0	5126	0.0002	60	mm:1;ins:0,0;del:0,0;score:5121
1	1238593	1170772	1173763	-	501012018	13186	8986	11977	0.0000	60	mm:0;ins:0,0;del:0,0;score:2991
6	591782	24810	25714	-	501013644	1630	0	904	0.0000	60	mm:0;ins:0,0;del:0,0;score:904
3	369480	186274	187216	+	501020223	3376	1389	2331	0.0000	60	mm:0;ins:0,0;del:0,0;score:942
2	676873	370373	372272	-	501021178	3044	0	1909	0.0414	60	mm:69;ins:0,0;del:2,10;score:1532
2	676873	372343	372512	-	501021178	3044	0	169	0.0178	10	mm:3;ins:0,0;del:0,0;score:154
7	474387	162758	162826	+	501023876	4392	0	68	0.0000	60	mm:0;ins:0,0;del:0,0;score:68
14	116408	54242	54933	+	501023876	4392	0	691	0.0000	60	mm:0;ins:0,0;del:0,0;score:691
1	1238593	662891	662984	-	501023876	4392	0	93	0.0108	60	mm:1;ins:0,0;del:0,0;score:88
10	150036	18013	18121	-	501023876	4392	0	108	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
10	150036	18111	18159	-	501023876	4392	20	68	0.0000	60	mm:0;ins:0,0;del:0,0;score:48
14	116408	55782	57684	+	501023876	4392	1536	3438	0.0000	60	mm:0;ins:0,0;del:0,0;score:1902
12	131948	76338	77483	+	501030134	3296	2151	3296	0.0000	60	mm:0;ins:0,0;del:0,0;score:1145
8	284015	95463	99060	+	501032345	6216	0	3597	0.0000	60	mm:0;ins:0,0;del:0,0;score:3597
2	676873	91948	93248	-	501035080	4015	1288	2576	0.1108	60	mm:115;ins:6,21;del:3,9;score:620
3	369480	55311	55644	+	501035661	5720	1616	1949	0.0240	7	mm:8;ins:0,0;del:0,0;score:293
3	369480	214994	217487	-	501040173	3759	0	2552	0.0255	60	mm:6;ins:0,0;del:1,59;score:2398
1	1238593	538939	539168	+	501040173	3759	1259	1488	0.0000	60	mm:0;ins:0,0;del:0,0;score:229
2	676873	293461	293600	+	501040173	3759	1869	2008	0.0072	60	mm:1;ins:0,0;del:0,0;score:134
10	150036	98466	98590	-	501040173	3759	1877	2001	0.0000	60	mm:0;ins:0,0;del:0,0;score:124
6	591782	410131	410806	+	501043099	1850	1175	1850	0.0000	60	mm:0;ins:0,0;del:0,0;score:675
16	107813	35347	39802	-	501045914	24467	0	4598	0.0518	60	mm:95;ins:0,0;del:1,143;score:3831
16	107813	29001	30430	-	501045914	24467	8965	10394	0.0049	60	mm:7;ins:0,0;del:0,0;score:1394
16	107813	11058	12738	-	501045914	24467	22787	24467	0.0000	60	mm:0;ins:0,0;del:0,0;score:1680
2	676873	578366	578603	-	501048967	36574	666	903	0.0169	60	mm:4;ins:0,0;del:0,0;score:217
1	1238593	570468	572132	-	501055758	2996	1332	2996	0.0000	60	mm:0;ins:0,0;del:0,0;score:1664
17	150032	31846	31944	+	501061385	4832	4734	4832	0.0000	0	mm:0;ins:0,0;del:0,0;score:98
23	48977	29579	29807	+	501061731	1456	5	218	0.1535	60	mm:20;ins:1,15;del:0,0;score:92
16	107813	13030	19496	+	501069680	6464	0	6464	0.0003	60	mm:0;ins:1,2;del:0,0;score:6456
15	103233	63833	66793	-	501069867	2960	0	2960	0.0000	60	mm:0;ins:0,0;del:0,0;score:2960
3	369480	149030	149174	-	501069867	2960	591	735	0.0069	60	mm:1;ins:0,0;del:0,0;score:139
17	150032	147854	150032	+	501069910	2387	0	2178	0.0000	60	mm:0;ins:0,0;del:0,0;score:2178
2	676873	120981	121379	+	501072980	1744	1088	1486	0.0251	60	mm:10;ins:0,0;del:0,0;score:348
14	116408	16763	18282	-	501073229	2000	0	1519	0.0000	60	mm:0;ins:0,0;del:0,0;score:1519
1	1238593	838995	839370	+	501078100	421039	56970	57345	0.0080	4	mm:3;ins:0,0;del:0,0;score:360
13	131654	6087	6462	-	501078100	421039	56970	57345	0.0080	4	mm:3;ins:0,0;del:0,0;score:360
19	62488	60912	61287	-	501078100	421039	56970	57345	0.0080	4	mm:3;ins:0,0;del:0,0;score:360
2	676873	309877	314136	-	501079322	6775	0	4259	0.0000	60	mm:0;ins:0,0;del:0,0;score:4259
8	284015	276461	276818	+	501081770	3735	3378	3735	0.0000	60	mm:0;ins:0,0;del:0,0;score:357
2	676873	256140	256497	-	501081770	3735	3378	3735	0.0000	60	mm:0;ins:0,0;del:0,0;score:357
4	319932	6572	6929	-	501081770	3735	3378	3735	0.0000	60	mm:0;ins:0,0;del:0,0;score:357
4	319932	87845	88467	-	501082439	1210	0	622	0.0000	60	mm:0;ins:0,0;del:0,0;score:622
6	591782	384531	385789	+	501082757	2941	0	1258	0.0000	60	mm:0;ins:0,0;del:0,0;score:1258
10	150036	3082	3638	+	501088398	7308	787	1343	0.0180	60	mm:10;ins:0,0;del:0,0;score:506
1	1238593	758706	761224	-	501089142	10635	0	2518	0.0000	60	mm:0;ins:0,0;del:0,0;score:2518
12	131948	66285	67743	-	501089843	3866	2408	3866	0.0000	60	mm:0;ins:0,0;del:0,0;score:1458
7	474387	289672	290161	+	501092688	40916	1225	1714	0.0757	24	mm:37;ins:0,0;del:0,0;score:304
6	591782	339253	339966	-	501095470	2995	0	713	0.0000	60	mm:0;ins:0,0;del:0,0;score:713
7	474387	180496	180646	-	501097257	10494	1596	1746	0.0067	21	mm:1;ins:0,0;del:0,0;score:145
16	107813	55535	56049	+	501097824	7587	6065	6579	0.0195	32	mm:10;ins:0,0;del:0,0;score:464
2	676873	34467	34715	+	501101618	4158	1200	1448	0.0121	60	mm:3;ins:0,0;del:0,0;score:233
17	150032	147091	147183	-	501103419	18502	9096	9188	0.0109	25	mm:1;ins:0,0;del:0,0;score:87
13	131654	121229	123995	+	501104462	11146	5786	8552	0.0004	60	mm:1;ins:0,0;del:0,0;score:2761
1	1238593	164128	166070	-	501104559	3682	1740	3682	0.0000	60	mm:0;ins:0,0;del:0,0;score:1942
1	1238593	160909	163767	-	501104561	11228	0	2858	0.0014	60	mm:4;ins:0,0;del:0,0;score:2838
1	1238593	135460	136834	+	501104561	11228	9854	11228	0.0000	60	mm:0;ins:0,0;del:0,0;score:1374
1	1238593	122871	124245	-	501104561	11228	9854	11228	0.0000	60	mm:0;ins:0,0;del:0,0;score:1374
1	1238593	148216	149590	-	501104561	11228	9854	11228	0.0000	60	mm:0;ins:0,0;del:0,0;score:1374
1	1238593	158939	160663	-	501104563	2665	0	1724	0.0000	60	mm:0;ins:0,0;del:0,0;score:1724
1	1238593	158065	158729	-	501104563	2665	1724	2389	0.0105	60	mm:6;ins:0,0;del:1,1;score:627
1	1238593	157498	158015	-	501104563	2665	2148	2665	0.0000	60	mm:0;ins:0,0;del:0,0;score:517
17	150032	143617	144040	-	501109699	2199	0	423	0.0071	60	mm:3;ins:0,0;del:0,0;score:408
6	591782	338646	339131	+	501111934	2605	541	1024	0.0186	60	mm:7;ins:2,2;del:0,0;score:434
15	103233	62243	63544	+	501112242	8658	7357	8658	0.0000	60	mm:0;ins:0,0;del:0,0;score:1301
7	474387	115906	116014	+	501112242	8658	8550	8658	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
1	1238593	235094	236090	+	501113353	2138	0	996	0.0000	60	mm:0;ins:0,0;del:0,0;score:996
1	1238593	236714	237856	+	501113353	2138	996	2138	0.0000	60	mm:0;ins:0,0;del:0,0;score:1142
2	676873	307506	308374	+	501119982	2088	1220	2088	0.0000	60	mm:0;ins:0,0;del:0,0;score:868
18	87812	56164	56320	+	501123001	1802	186	344	0.0443	60	mm:5;ins:0,0;del:1,2;score:123
13	131654	120133	120877	+	501131796	1646	0	744	0.0000	60	mm:0;ins:0,0;del:0,0;score:744
6	591782	85969	88399	-	501132514	2430	0	2430	0.0004	60	mm:1;ins:0,0;del:0,0;score:2425
2	676873	513367	516226	-	501132561	3509	645	3509	0.0017	60	mm:0;ins:0,0;del:1,5;score:2848
2	676873	669527	669637	-	501132561	3509	645	755	0.0000	29	mm:0;ins:0,0;del:0,0;score:110
17	150032	28081	28172	-	501132561	3509	645	736	0.0110	60	mm:1;ins:0,0;del:0,0;score:86
6	591782	374843	375295	+	501132690	3588	77	529	0.0221	32	mm:10;ins:0,0;del:0,0;score:402
18	87812	59890	61657	+	501137875	1772	0	1772	0.0260	60	mm:41;ins:0,0;del:1,5;score:1551
7	474387	206702	208371	-	501139376	1669	0	1669	0.0000	60	mm:0;ins:0,0;del:0,0;score:1669
8	284015	8997	11506	+	501142610	6681	0	2516	0.0119	60	mm:23;ins:0,0;del:1,7;score:2381
9	183372	130650	130758	-	501143239	1393	0	108	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
1	1238593	0	1554	+	501147196	6150	4596	6150	0.0000	60	mm:0;ins:0,0;del:0,0;score:1554
6	591782	575478	575866	-	501149704	1328	228	621	0.0356	0	mm:9;ins:0,0;del:1,5;score:332
4	319932	157598	158212	+	501152539	2731	0	619	0.0113	60	mm:2;ins:0,0;del:1,5;score:593
1	1238593	811941	812041	+	501152539	2731	126	226	0.0000	54	mm:0;ins:0,0;del:0,0;score:100
1	1238593	353461	353561	+	501152539	2731	126	226	0.0000	54	mm:0;ins:0,0;del:0,0;score:100
10	150036	120952	121052	-	501152539	2731	126	226	0.0000	46	mm:0;ins:0,0;del:0,0;score:100
10	150036	121819	121919	-	501152539	2731	126	226	0.0000	46	mm:0;ins:0,0;del:0,0;score:100
1	1238593	1135917	1137282	-	501152539	2731	1366	2731	0.0000	60	mm:0;ins:0,0;del:0,0;score:1365
5	308816	102711	105992	-	501153324	13364	0	3281	0.0000	60	mm:0;ins:0,0;del:0,0;score:3281
5	308816	86319	92192	-	501153324	13364	7491	13364	0.0002	60	mm:1;ins:0,0;del:0,0;score:5868
14	116408	45461	46274	+	501154624	2669	0	813	0.0000	60	mm:0;ins:0,0;del:0,0;score:813
3	369480	195493	196086	-	501158583	2779	0	593	0.0000	60	mm:0;ins:0,0;del:0,0;score:593
3	369480	348544	348638	+	501163154	344394	140934	141028	0.0213	60	mm:2;ins:0,0;del:0,0;score:84
11	237718	216941	217040	+	501163154	344394	141028	141134	0.0660	60	mm:0;ins:0,0;del:1,7;score:86
15	103233	68828	71105	+	501166058	3066	789	3066	0.0000	60	mm:0;ins:0,0;del:0,0;score:2277
23	48977	2326	9803	+	501170075	24729	0	7477	0.0000	60	mm:0;ins:0,0;del:0,0;score:7477
15	103233	93946	101984	-	501170075	24729	0	8038	0.0000	60	mm:0;ins:0,0;del:0,0;score:8038
23	48977	9804	17281	-	501170075	24729	0	7477	0.0000	60	mm:0;ins:0,0;del:0,0;score:7477
15	103233	85683	89555	-	501170075	24729	11837	15709	0.0000	60	mm:0;ins:0,0;del:0,0;score:3872
15	103233	75329	80439	-	501170075	24729	19619	24729	0.0002	60	mm:1;ins:0,0;del:0,0;score:5105
10	150036	102665	106548	-	501179528	3883	0	3883	0.0003	60	mm:1;ins:0,0;del:0,0;score:3878
6	591782	360878	361239	-	501179528	3883	3031	3388	0.0194	60	mm:3;ins:1,4;del:0,0;score:332
12	131948	105401	107159	+	501179941	14754	0	1758	0.0000	60	mm:0;ins:0,0;del:0,0;score:1758
1	1238593	245399	246596	-	501180644	2679	0	1197	0.0000	60	mm:0;ins:0,0;del:0,0;score:1197
8	284015	242882	243545	+	501198695	1944	394	1069	0.0488	11	mm:19;ins:1,1;del:2,13;score:535
7	474387	11583	12247	+	501201743	3326	0	664	0.0000	60	mm:0;ins:0,0;del:0,0;score:664
4	319932	233231	234225	+	501202633	1861	867	1861	0.0000	60	mm:0;ins:0,0;del:0,0;score:994
1	1238593	580254	580649	+	501202929	38561	0	395	0.0203	60	mm:8;ins:0,0;del:0,0;score:355
19	62488	22984	23924	-	501202929	38561	662	1602	0.0032	60	mm:3;ins:0,0;del:0,0;score:925
